"start";"end";"Please select which group the respondent belongs to";"Please select which group the respondent belongs to/Local community";"Please select which group the respondent belongs to/Local government";"Please select which group the respondent belongs to/National government";"Please select which group the respondent belongs to/Regulator";"Please select which group the respondent belongs to/NGO/Civil Society";"Please select which group the respondent belongs to/Utility provider";"Please select which group the respondent belongs to/Other (please specify)";"Other (specify)";"How was the respondent affected by the construction of the dam?";"Other (specify)";"Do you understand the purpose of our research?";"Do you consent to participating in our research?";"How important is the river for you?";"How do you use the river?";"Drinking water";"Irrigation";"Washing and bathing";"Fishing for consumption";"Fishing to sell";"Tourism";"Cultural significance";"Transport";"Prevent climate change";"Protect biodiversity";"How important are forests for you?";"How do you use the forest?";"Firewood";"Collecting herbs / medicinal plants";"Food (animal)";"Food (fruits)";"Cultural significance";"Construction";"Livestock grazing";"Agriculture";"Prevent climate change";"Protect biodiversity";"Have you received any financial compensation following construction of the dam?";"Do you think you should have been compensated following construction of the dam?";"How did/will you receive this compensation?";"Are you happy with the amount of compensation?";"Are you happy with the timing of compensation?";"Do you have access to electricity?";"Do you receive any of these services from the dam?";"Electricity";"Irrigation";"Drinking water";"Employment";"How do you feel about the benefits you receive from the dam?";"Has any land that you own or rent been impacted by the dam?";"When did you hear about the construction of the dam?";"Did you have the opportunity to participate in decision-making?";"How did you participate in decision-making?";"How did you participate in decision-making? (other specify)";"Do you feel that decision-makers listened to you?";"Have you noticed a change in the environment around you following the construction of the dam?";"Have you noticed a change in the amount of wildlife around you following the construction of the dam?";"""Dam development has fairly balanced the needs for society, biodiversity conservation and energy generation"". Do you:";"How important are the following themes to you?";"1st choice";"2nd choice";"3rd choice";"4th choice";"5th choice";"How important are the following themes to you?";"1st choice";"2nd choice";"3rd choice";"What is your age?";"What gender do you identify with?";"What is your highest level of education?";"What is your current occupation?";"Other (specify)";"Please select all that apply";"Please select all that apply/Farming crops (for household)";"Please select all that apply/Farming crops (to sell)";"Please select all that apply/Fishing (for household)";"Please select all that apply/Fishing (to sell)";"Please select all that apply/Livestock (for household)";"Please select all that apply/Livestock (to sell)";"What was your occupation before the dam was built?";"Other (specify)";"Please select all that apply";"Please select all that apply/Farming crops (for household)";"Please select all that apply/Farming crops (to sell)";"Please select all that apply/Fishing (for household)";"Please select all that apply/Fishing (to sell)";"Please select all that apply/Livestock (for household)";"Please select all that apply/Livestock (to sell)";"In the last year, how many months have you received a salary or income?";"How many people live in your household?";"In the last year, how many people in your household received a salary or other source of income?";"Which of these do you have in your household?";"Which of these do you have in your household?/Bike";"Which of these do you have in your household?/Motorbike/scooter";"Which of these do you have in your household?/Car";"Which of these do you have in your household?/TV";"Which of these do you have in your household?/Radio";"Which of these do you have in your household?/Computer";"Which of these do you have in your household?/Washing machine";"Which of these do you have in your household?/Air conditioning";"Which of these do you have in your household?/Fan";"Which of these do you have in your household?/Bed";"Which of these do you have in your household?/Table";"Which of these do you have in your household?/Chairs";"Which of these do you have in your household?/Gas stove";"Which of these do you have in your household?/Microwave";"Which of these do you have in your household?/Fridge";"Which of these do you have in your household?/Freezer";"Which of these do you have in your household?/Pressure cooker";"Which of these do you have in your household?/Internet";"Which of these do you have in your household?/Water";"Which of these do you have in your household?/Electricity";"What country do you live in?";"What is your highest level of formal education?";"_id";"_uuid";"_submission_time";"_validation_status";"_notes";"_status";"_submitted_by";"__version__";"_tags";"_index"
"2023-06-20T10:17:05.114+05:30";"2023-06-20T10:19:36.325+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Affected but not displaced (downstream)";"";"Yes";"Yes";"Important";"";"Never";"Rarely ";"Mostly";"Rarely ";"Never";"Sometimes";"Mostly";"Sometimes";"Mostly";"Mostly";"Very important";"";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"No, not compensated";"Yes";"";"";"";"Yes, always";"";"0%";"50%-74%";"50%-74%";"0%";"Neutral";"Half of the land";"Just when the construction work started";"No";"";"";"I was not included in the decision-making process";"It's slightly more damaged";"Slightly less wildlife";"Neither agree or disagree";"";"Livelihood and economy";"Protect biodiversity and environment";"Food security";"Access to clean energy";"Regulate climate change";"";"Education";"Health and wellbeing";"Food security ";"45";"Woman";"Secondary School";"Farming";"";"Farming crops (for household)";"1";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"5";"1";"Motorbike/scooter TV Fan Bed Gas stove Fridge Pressure cooker Internet Water Electricity";"0";"1";"0";"1";"0";"0";"0";"0";"1";"1";"0";"0";"1";"0";"1";"0";"1";"1";"1";"1";"";"";"247156875";"d7202327-fb04-493b-8948-2661c9264c12";"2023-06-20T04:49:39";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"106"
"2023-06-20T10:19:36.339+05:30";"2023-06-20T10:22:22.023+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Affected but not displaced (downstream)";"";"Yes";"";"Important";"";"Sometimes";"Sometimes";"Mostly";"Sometimes";"Rarely ";"Sometimes";"Mostly";"Sometimes";"Sometimes";"Sometimes";"Very important";"";"Mostly";"Mostly";"Mostly";"Mostly";"Mostly";"Mostly";"Mostly";"Mostly";"Mostly";"Mostly";"No, not compensated";"Yes";"";"";"";"Yes, always";"";"0%";"0%";"0%";"0%";"Quite unhappy";"Half of the land";"Just when the construction work started";"No";"";"";"I was not included in the decision-making process";"It's slightly more healthy";"Slightly less wildlife";"Neither agree or disagree";"";"Access to clean energy";"Food security";"Livelihood and economy";"Protect biodiversity and environment";"Regulate climate change";"";"Sustainable use of water and sanitation for all";"Health and wellbeing";"Food security ";"65";"Man";"Secondary School";"Shop owner / small business";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"5";"1";"Bike Motorbike/scooter TV Computer Fan Bed Table Chairs Gas stove Fridge Pressure cooker Internet Water Electricity";"1";"1";"0";"1";"0";"1";"0";"0";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"";"";"247157281";"3282ab05-c98c-4249-913e-25114399a07f";"2023-06-20T04:52:25";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"107"
"2023-06-20T10:22:22.046+05:30";"2023-06-20T10:25:52.407+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Affected but not displaced (downstream)";"";"Yes";"Yes";"Very important";"";"Mostly";"Mostly";"Mostly";"Mostly";"Rarely ";"Sometimes";"Mostly";"Mostly";"Mostly";"Mostly";"Very important";"";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"No, not compensated";"Yes";"";"";"";"Yes, always";"";"0%";"0%";"0%";"0%";"Quite unhappy";"Less than half of the land";"When it was already constructed";"No";"";"";"I was not included in the decision-making process";"It's slightly more damaged";"Slightly more wildlife";"Disagree";"";"Access to clean energy";"Livelihood and economy";"Food security";"Protect biodiversity and environment";"Regulate climate change";"";"Education";"Health and wellbeing";"Livelihood and economy";"21";"Woman";"Undergraduate degree";"Skilled worker";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"7";"1";"Motorbike/scooter TV Fan Bed Table Chairs Gas stove Fridge Pressure cooker Internet Water Electricity";"0";"1";"0";"1";"0";"0";"0";"0";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"";"";"247157841";"c2e5240b-2ece-4cb7-92b7-c876ba9840e2";"2023-06-20T04:55:56";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"108"
"2023-06-20T10:25:52.434+05:30";"2023-06-20T10:28:42.760+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Affected but not displaced (downstream)";"";"Yes";"Yes";"Important";"";"Mostly";"Mostly";"Mostly";"Mostly";"Rarely ";"Mostly";"Mostly";"Mostly";"Mostly";"Mostly";"Very important";"";"Mostly";"Mostly";"Mostly";"Mostly";"Mostly";"Mostly";"Mostly";"Mostly";"Mostly";"Mostly";"Yes, but still waiting for payment";"";"";"Neutral";"Quite unhappy";"Yes, always";"";"0%";"50%-74%";"50%-74%";"0%";"Quite happy";"Half of the land";"Just when the construction work started";"No";"";"";"I was not included in the decision-making process";"It's slightly more damaged";"Slightly less wildlife";"Neither agree or disagree";"";"Food security";"Livelihood and economy";"Protect biodiversity and environment";"Access to clean energy";"Regulate climate change";"";"Health and wellbeing";"Livelihood and economy";"Food security ";"54";"Man";"No formal education";"Farming";"";"Farming crops (for household)";"1";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"5";"1";"Motorbike/scooter TV Fan Bed Table Chairs Gas stove Fridge Pressure cooker Water Electricity";"0";"1";"0";"1";"0";"0";"0";"0";"1";"1";"1";"1";"1";"0";"1";"0";"1";"0";"1";"1";"";"";"247158105";"24e6e829-2c80-4b00-ab36-1e8f6f4a26fa";"2023-06-20T04:58:45";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"109"
"2023-06-20T10:28:42.781+05:30";"2023-06-20T10:36:01.875+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Affected but not displaced (downstream)";"";"Yes";"Yes";"Very important";"";"Mostly";"Mostly";"Mostly";"Mostly";"Mostly";"Mostly";"Mostly";"Mostly";"Mostly";"Mostly";"Very important";"";"Mostly";"Mostly";"Mostly";"Mostly";"Mostly";"Mostly";"Mostly";"Mostly";"Mostly";"Mostly";"No, not compensated";"Yes";"";"";"";"Yes, always";"";"0%";"0%";"0%";"0%";"Very unhappy";"Half of the land";"Just when the construction work started";"No";"";"";"I was not included in the decision-making process";"It's slightly more damaged";"Slightly less wildlife";"Disagree";"";"Livelihood and economy";"Food security";"Protect biodiversity and environment";"Access to clean energy";"Regulate climate change";"";"Livelihood and economy";"Food security ";"Health and wellbeing";"48";"Woman";"No formal education";"Farming";"";"Farming crops (for household)";"1";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"4";"1";"Motorbike/scooter TV Fan Bed Table Chairs Gas stove Fridge Pressure cooker Water Electricity";"0";"1";"0";"1";"0";"0";"0";"0";"1";"1";"1";"1";"1";"0";"1";"0";"1";"0";"1";"1";"";"";"247159513";"78258b4a-4464-4c02-879c-db05b8a923a8";"2023-06-20T05:06:09";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"110"
"2023-06-20T18:57:39.646+05:30";"2023-06-20T19:02:39.315+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Not affected (far from dam)";"";"Yes";"No";"Important";"";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"Very important";"";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Always";"Always";"Not applicable, no compensation due";"No";"";"";"";"Yes, always";"";"0%";"0%";"0%";"0%";"Very happy";"No impact";"One year before the construction work started";"No";"";"";"Yes, all";"No change";"No change";"Agree";"";"Access to clean energy";"Food security";"Regulate climate change";"Livelihood and economy";"Protect biodiversity and environment";"";"Livelihood and economy";"Food security ";"Health and wellbeing";"29";"Man";"Postgraduate degree";"Skilled worker";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"TV Computer Washing machine Table Gas stove Microwave Internet Water Electricity";"0";"0";"0";"1";"0";"1";"1";"0";"0";"0";"1";"0";"1";"1";"0";"0";"0";"1";"1";"1";"";"";"247292462";"1b4c8971-8d84-4806-8286-f60a7bc112f5";"2023-06-20T13:32:39";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"111"
"2023-06-20T20:34:11.455+05:30";"2023-06-20T20:35:20.756+05:30";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Food security";"Livelihood and economy";"Access to clean energy";"Protect biodiversity and environment";"Regulate climate change";"";"Health and wellbeing";"Education";"Food security ";"37";"Man";"Postgraduate degree";"Tourism";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"8";"1500";"150";"Bike Motorbike/scooter Car TV Computer Washing machine Fan Bed Table Chairs Gas stove Fridge Freezer Pressure cooker Internet Water Electricity";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"";"";"247321582";"8a324536-3a45-494e-a03e-97348c05b808";"2023-06-20T15:05:22";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"112"
"2023-06-20T20:53:15.240+05:30";"2023-06-20T21:00:52.694+05:30";"Other (please specify)";"0";"0";"0";"0";"0";"0";"1";"Come citizen";"Not affected (far from dam)";"";"No";"Yes";"Very important";"";"Sometimes";"";"";"";"";"Sometimes";"";"";"";"";"Important";"";"";"";"";"";"";"";"";"";"Sometimes";"";"Not applicable, no compensation due";"No";"";"";"";"Yes, always";"";"25%-49%";"";"25%-49%";"";"Neutral";"No impact";"When it was already constructed";"No";"";"";"Not all";"No change";"No change";"Neither agree or disagree";"";"Livelihood and economy";"Food security";"Access to clean energy";"Protect biodiversity and environment";"Regulate climate change";"";"Health and wellbeing";"Livelihood and economy";"Sustainable economic growth and employment opportunities";"20";"Man";"Undergraduate degree";"Other";"Working in govt. sector";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"12";"6";"3";"Bike Motorbike/scooter Car TV Computer Washing machine Air conditioning Fan Bed Table Chairs Gas stove Microwave Fridge Pressure cooker Internet Water Electricity";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"";"";"247328795";"07655bb5-02aa-47b1-b184-26475d5fad65";"2023-06-20T15:30:54";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"113"
"2023-06-21T11:04:18.316+05:30";"2023-06-21T11:06:47.455+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Not affected (far from dam)";"";"Yes";"Yes";"Very important";"";"Never";"Never";"Never";"Never";"Never";"Sometimes";"Mostly";"Sometimes";"Always";"Always";"Very important";"";"Never";"Rarely";"Never";"Never";"Always";"Never";"Never";"Never";"Always";"Always";"Not applicable, no compensation due";"No";"";"";"";"Yes, always";"";"0%";"0%";"0%";"0%";"Very happy";"No impact";"When it was already constructed";"No";"";"";"I was not included in the decision-making process";"No change";"No change";"Agree";"";"Protect biodiversity and environment";"Regulate climate change";"Access to clean energy";"Livelihood and economy";"Food security";"";"Protect biodiversity and environment";"Sustainable economic growth and employment opportunities";"Gender equality and women's empowerment";"26";"Woman";"Postgraduate degree";"Skilled worker";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"12";"3";"3";"Bike Motorbike/scooter Car TV Radio Computer Washing machine Air conditioning Fan Bed Table Chairs Gas stove Microwave Fridge Freezer Pressure cooker Internet Water Electricity";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"";"247452340";"14fdec6b-dab7-4f7c-adbe-cfa2cfc160f5";"2023-06-21T05:36:49";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"114"
"2023-06-21T11:06:47.474+05:30";"2023-06-21T11:08:53.704+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Not affected (far from dam)";"";"Yes";"Yes";"Very important";"";"Never";"Never";"Never";"Never";"Never";"Sometimes";"Always";"Sometimes";"Always";"Always";"Very important";"";"Never";"Never";"Never";"Never";"Always";"Never";"Never";"Never";"Always";"Always";"Not applicable, no compensation due";"No";"";"";"";"Yes, always";"";"0%";"0%";"0%";"0%";"Quite happy";"No impact";"When it was already constructed";"No";"";"";"I was not included in the decision-making process";"No change";"No change";"Strongly agree";"";"Food security";"Livelihood and economy";"Protect biodiversity and environment";"Access to clean energy";"Regulate climate change";"";"Sustainable use of water and sanitation for all";"Education";"Health and wellbeing";"24";"Woman";"Postgraduate degree";"Skilled worker";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"12";"5";"3";"Bike Motorbike/scooter Car TV Computer Washing machine Fan Bed Table Chairs Gas stove Fridge Pressure cooker Internet Water Electricity";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"";"";"247452765";"f879ab57-9852-48f6-ad3d-dec116ef2919";"2023-06-21T05:38:55";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"115"
"2023-06-21T11:08:53.725+05:30";"2023-06-21T11:11:15.359+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Not affected (far from dam)";"";"Yes";"Yes";"Very important";"";"Never";"Never";"Never";"Never";"Never";"Sometimes";"Mostly";"Sometimes";"Always";"Always";"Very important";"";"Never";"Never";"Never";"Never";"Always";"Never";"Never";"Never";"Always";"Always";"Not applicable, no compensation due";"No";"";"";"";"Yes, always";"";"0%";"0%";"0%";"0%";"Quite happy";"No impact";"When it was already constructed";"No";"";"";"I was not included in the decision-making process";"No change";"No change";"Agree";"";"Protect biodiversity and environment";"Regulate climate change";"Access to clean energy";"Food security";"Livelihood and economy";"";"Gender equality and women's empowerment";"Sustainable economic growth and employment opportunities";"Sustainable cities and human development";"28";"Man";"Doctorate degree";"Skilled worker";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"12";"4";"3";"Bike Motorbike/scooter TV Computer Washing machine Air conditioning Fan Bed Table Chairs Gas stove Microwave Fridge Pressure cooker Internet Water Electricity";"1";"1";"0";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"";"";"247453069";"ec63a7ca-5386-4363-a447-78852eb5387a";"2023-06-21T05:41:17";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"116"
"2023-06-21T11:11:15.380+05:30";"2023-06-21T11:13:52.674+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Not affected (far from dam)";"";"Yes";"Yes";"Important";"";"Rarely ";"Rarely ";"Rarely ";"Never";"Never";"Sometimes";"Mostly";"Rarely ";"Always";"Always";"Very important";"";"Never";"Never";"Never";"Never";"Sometimes";"Never";"Never";"Never";"Always";"Always";"Not applicable, no compensation due";"No";"";"";"";"Yes, always";"";"0%";"0%";"0%";"0%";"Quite happy";"No impact";"When it was already constructed";"No";"";"";"I was not included in the decision-making process";"It's slightly more healthy";"No change";"Agree";"";"Protect biodiversity and environment";"Regulate climate change";"Access to clean energy";"Livelihood and economy";"Food security";"";"Sustainable use of water and sanitation for all";"Gender equality and women's empowerment";"Reduce inequality among and within countries";"29";"Woman";"Doctorate degree";"Skilled worker";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"12";"4";"3";"Bike Motorbike/scooter Car TV Computer Washing machine Air conditioning Fan Bed Table Chairs Gas stove Microwave Fridge Freezer Pressure cooker Internet Water Electricity";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"";"247453565";"a4adce43-5c68-4a23-a9c1-db20f9fd2e98";"2023-06-21T05:43:54";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"117"
"2023-06-21T11:13:52.696+05:30";"2023-06-21T11:18:18.354+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Not affected (far from dam)";"";"Yes";"Yes";"Very important";"";"Rarely ";"Rarely ";"Rarely ";"Rarely ";"Never";"Sometimes";"Mostly";"Rarely ";"Always";"Always";"Very important";"";"Never";"Never";"Never";"Never";"Mostly";"Never";"Never";"Never";"Always";"Always";"Not applicable, no compensation due";"No";"";"";"";"Yes, always";"";"0%";"0%";"0%";"0%";"Neutral";"No impact";"When it was already constructed";"No";"";"";"I was not included in the decision-making process";"No change";"No change";"Neither agree or disagree";"";"Regulate climate change";"Protect biodiversity and environment";"Access to clean energy";"Livelihood and economy";"Food security";"";"Education";"Health and wellbeing";"Livelihood and economy";"31";"Man";"Undergraduate degree";"Skilled worker";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"12";"5";"4";"Bike Motorbike/scooter Car TV Computer Washing machine Air conditioning Fan Bed Table Chairs Gas stove Fridge Pressure cooker Internet Water Electricity";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"";"";"247454166";"47a8365d-01e4-4af4-9c34-61d9470025f7";"2023-06-21T05:48:19";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"118"
"2023-06-21T11:18:18.385+05:30";"2023-06-21T11:21:06.655+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Not affected (far from dam)";"";"Yes";"Yes";"Very important";"";"Rarely ";"Never";"Never";"Never";"Never";"Sometimes";"Mostly";"Rarely ";"Always";"Always";"Very important";"";"Never";"Rarely";"Never";"Never";"Mostly";"Never";"Never";"Never";"Mostly";"Mostly";"Not applicable, no compensation due";"No";"";"";"";"Yes, always";"";"0%";"0%";"0%";"0%";"Very happy";"No impact";"When it was already constructed";"No";"";"";"I was not included in the decision-making process";"No change";"No change";"Agree";"";"Regulate climate change";"Protect biodiversity and environment";"Access to clean energy";"Livelihood and economy";"Food security";"";"Sustainable use of water and sanitation for all";"Sustainable economic growth and employment opportunities";"Gender equality and women's empowerment";"30";"Woman";"Undergraduate degree";"Skilled worker";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"12";"5";"3";"Bike Motorbike/scooter Car TV Computer Washing machine Air conditioning Fan Bed Table Chairs Gas stove Fridge Pressure cooker Internet Water Electricity";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"";"";"247454750";"4a06863e-0218-4f4f-944b-9945069a39dd";"2023-06-21T05:51:08";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"119"
"2023-06-21T11:21:06.676+05:30";"2023-06-21T11:24:01.173+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Not affected (far from dam)";"";"Yes";"Yes";"Very important";"";"Rarely ";"Never";"Never";"Never";"Never";"Sometimes";"Mostly";"Sometimes";"Always";"Always";"Very important";"";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Not applicable, no compensation due";"No";"";"";"";"Yes, always";"";"0%";"0%";"0%";"0%";"Neutral";"No impact";"When it was already constructed";"No";"";"";"I was not included in the decision-making process";"No change";"No change";"Neither agree or disagree";"";"Access to clean energy";"Protect biodiversity and environment";"Regulate climate change";"Livelihood and economy";"Food security";"";"Access to clean energy";"Protect biodiversity and environment";"Gender equality and women's empowerment";"22";"Woman";"Undergraduate degree";"Skilled worker";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"12";"7";"6";"Bike Motorbike/scooter TV Computer Washing machine Fan Bed Table Chairs Gas stove Fridge Pressure cooker Internet Water Electricity";"1";"1";"0";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"";"";"247455241";"6fb5fd59-efb9-4491-b829-8facc6733d69";"2023-06-21T05:54:04";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"120"
"2023-06-21T11:24:01.194+05:30";"2023-06-21T11:26:51.483+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Not affected (far from dam)";"";"Yes";"Yes";"Very important";"";"Never";"Never";"Never";"Never";"Never";"Sometimes";"Sometimes";"Sometimes";"Always";"Always";"Very important";"";"Never";"Never";"Never";"Never";"Sometimes";"Never";"Never";"Never";"Always";"Always";"Not applicable, no compensation due";"No";"";"";"";"Yes, always";"";"0%";"0%";"0%";"0%";"Neutral";"No impact";"When it was already constructed";"No";"";"";"I was not included in the decision-making process";"It's slightly more damaged";"No change";"Neither agree or disagree";"";"Livelihood and economy";"Protect biodiversity and environment";"Food security";"Access to clean energy";"Regulate climate change";"";"Education";"Gender equality and women's empowerment";"Health and wellbeing";"29";"Woman";"Undergraduate degree";"Skilled worker";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"12";"3";"3";"Bike Motorbike/scooter TV Computer Washing machine Air conditioning Fan Bed Table Chairs Gas stove Fridge Pressure cooker Internet Water Electricity";"1";"1";"0";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"";"";"247455700";"6536db60-8ba7-4fde-828a-048c3c013806";"2023-06-21T05:56:53";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"121"
"2023-06-21T11:26:51.506+05:30";"2023-06-21T11:29:51.080+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Not affected (far from dam)";"";"Yes";"Yes";"Very important";"";"Rarely ";"Never";"Never";"Never";"Never";"Sometimes";"Sometimes";"Sometimes";"Mostly";"Mostly";"Very important";"";"Never";"Never";"Never";"Never";"Sometimes";"Never";"Never";"Never";"Mostly";"Mostly";"Not applicable, no compensation due";"No";"";"";"";"Yes, always";"";"0%";"0%";"0%";"0%";"Neutral";"No impact";"When it was already constructed";"No";"";"";"I was not included in the decision-making process";"No change";"No change";"Neither agree or disagree";"";"Access to clean energy";"Protect biodiversity and environment";"Regulate climate change";"Livelihood and economy";"Food security";"";"Access to clean energy";"Sustainable economic growth and employment opportunities";"Gender equality and women's empowerment";"32";"Man";"Secondary School";"Shop owner / small business";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"12";"6";"2";"Bike Motorbike/scooter Car TV Computer Washing machine Air conditioning Fan Bed Table Chairs Gas stove Fridge Freezer Pressure cooker Internet Water Electricity";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"";"";"247456144";"2acb03a1-b3c4-41e3-8cea-3f1a033ff092";"2023-06-21T05:59:52";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"122"
"2023-06-21T11:29:51.111+05:30";"2023-06-21T11:32:28.994+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Not affected (far from dam)";"";"Yes";"Yes";"Very important";"";"Rarely ";"Never";"Never";"Never";"Never";"Rarely ";"Sometimes";"Rarely ";"Rarely ";"Rarely ";"Very important";"";"Rarely";"Rarely";"Never";"Never";"Rarely";"Never";"Never";"Never";"Rarely";"Rarely";"Not applicable, no compensation due";"No";"";"";"";"Yes, always";"";"0%";"0%";"0%";"0%";"Neutral";"No impact";"When it was already constructed";"No";"";"";"I was not included in the decision-making process";"No change";"No change";"Neither agree or disagree";"";"Regulate climate change";"Protect biodiversity and environment";"Access to clean energy";"Food security";"Livelihood and economy";"";"Education";"Health and wellbeing";"Livelihood and economy";"27";"Woman";"Undergraduate degree";"Shop owner / small business";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"12";"6";"2";"Bike Motorbike/scooter Car TV Computer Washing machine Air conditioning Fan Bed Table Chairs Gas stove Fridge Freezer Pressure cooker Internet Water Electricity";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"";"";"247456863";"d9b3f005-fb7c-4d87-9058-d3623fa99a8c";"2023-06-21T06:02:30";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"123"
