start,end,please_select_which_group_the_respondent_belongs_to,please_select_which_group_the_respondent_belongs_to_local_community,please_select_which_group_the_respondent_belongs_to_local_government,please_select_which_group_the_respondent_belongs_to_national_government,please_select_which_group_the_respondent_belongs_to_regulator,please_select_which_group_the_respondent_belongs_to_ngo_civil_society,please_select_which_group_the_respondent_belongs_to_utility_provider,please_select_which_group_the_respondent_belongs_to_other_please_specify,other_specify_11,how_was_the_respondent_affected_by_the_construction_of_the_dam,other_specify_13,do_you_understand_the_purpose_of_our_research,do_you_consent_to_participating_in_our_research,how_important_is_the_river_for_you,how_do_you_use_the_river,drinking_water_18,irrigation_19,washing_and_bathing,fishing_for_consumption,fishing_to_sell,tourism,cultural_significance_24,transport,prevent_climate_change_26,protect_biodiversity_27,how_important_are_forests_for_you,how_do_you_use_the_forest,firewood,collecting_herbs_medicinal_plants,food_animal,food_fruits,cultural_significance_34,construction,livestock_grazing,agriculture,prevent_climate_change_38,protect_biodiversity_39,have_you_received_any_financial_compensation_following_construction_of_the_dam,do_you_think_you_should_have_been_compensated_following_construction_of_the_dam,how_did_will_you_receive_this_compensation,are_you_happy_with_the_amount_of_compensation,are_you_happy_with_the_timing_of_compensation,do_you_have_access_to_electricity,do_you_receive_any_of_these_services_from_the_dam,electricity,irrigation_48,drinking_water_49,employment,how_do_you_feel_about_the_benefits_you_receive_from_the_dam,has_any_land_that_you_own_or_rent_been_impacted_by_the_dam,when_did_you_hear_about_the_construction_of_the_dam,did_you_have_the_opportunity_to_participate_in_decision_making,how_did_you_participate_in_decision_making,how_did_you_participate_in_decision_making_other_specify,do_you_feel_that_decision_makers_listened_to_you,have_you_noticed_a_change_in_the_environment_around_you_following_the_construction_of_the_dam,have_you_noticed_a_change_in_the_amount_of_wildlife_around_you_following_the_construction_of_the_dam,dam_development_has_fairly_balanced_the_needs_for_society_biodiversity_conservation_and_energy_generation_do_you,how_important_are_the_following_themes_to_you_61,x1st_choice_62,x2nd_choice_63,x3rd_choice_64,x4th_choice,x5th_choice,how_important_are_the_following_themes_to_you_67,x1st_choice_68,x2nd_choice_69,x3rd_choice_70,what_is_your_age,what_gender_do_you_identify_with,what_is_your_highest_level_of_education,what_is_your_current_occupation,other_specify_75,please_select_all_that_apply_76,please_select_all_that_apply_farming_crops_for_household_77,please_select_all_that_apply_farming_crops_to_sell_78,please_select_all_that_apply_fishing_for_household_79,please_select_all_that_apply_fishing_to_sell_80,please_select_all_that_apply_livestock_for_household_81,please_select_all_that_apply_livestock_to_sell_82,what_was_your_occupation_before_the_dam_was_built,other_specify_84,please_select_all_that_apply_85,please_select_all_that_apply_farming_crops_for_household_86,please_select_all_that_apply_farming_crops_to_sell_87,please_select_all_that_apply_fishing_for_household_88,please_select_all_that_apply_fishing_to_sell_89,please_select_all_that_apply_livestock_for_household_90,please_select_all_that_apply_livestock_to_sell_91,in_the_last_year_how_many_months_have_you_received_a_salary_or_income,how_many_people_live_in_your_household,in_the_last_year_how_many_people_in_your_household_received_a_salary_or_other_source_of_income,which_of_these_do_you_have_in_your_household,which_of_these_do_you_have_in_your_household_bike,which_of_these_do_you_have_in_your_household_motorbike_scooter,which_of_these_do_you_have_in_your_household_car,which_of_these_do_you_have_in_your_household_tv,which_of_these_do_you_have_in_your_household_radio,which_of_these_do_you_have_in_your_household_computer,which_of_these_do_you_have_in_your_household_washing_machine,which_of_these_do_you_have_in_your_household_air_conditioning,which_of_these_do_you_have_in_your_household_fan,which_of_these_do_you_have_in_your_household_bed,which_of_these_do_you_have_in_your_household_table,which_of_these_do_you_have_in_your_household_chairs,which_of_these_do_you_have_in_your_household_gas_stove,which_of_these_do_you_have_in_your_household_microwave,which_of_these_do_you_have_in_your_household_fridge,which_of_these_do_you_have_in_your_household_freezer,which_of_these_do_you_have_in_your_household_pressure_cooker,which_of_these_do_you_have_in_your_household_internet,which_of_these_do_you_have_in_your_household_water,which_of_these_do_you_have_in_your_household_electricity,what_country_do_you_live_in,what_is_your_highest_level_of_formal_education,id,uuid,submission_time,validation_status,notes,status,submitted_by,version,tags,index
2023-02-28T08:47:17Z,2023-02-28T08:59:06Z,Local community,1,0,0,0,0,0,0,NA,Affected but not displaced (nearby village),NA,Yes,Yes,Very important,NA,Rarely ,Never,Rarely ,Sometimes,Never,Sometimes,Always,Never,Always,Always,Very important,NA,Mostly,Rarely,Always,Rarely,Always,Rarely,Mostly,Rarely,Always,Always,"Yes, partial compensation",NA,One-off payment,Very unhappy,Quite unhappy,"Yes, always",NA,0%,0%,0%,1%-24%,Quite happy,Half of the land,Just when the construction work started,No,NA,NA,I was not included in the decision-making process,No change,Much more wildlife,Strongly disagree,NA,Livelihood and economy,Food security,Protect biodiversity and environment,Access to clean energy,Regulate climate change,NA,Livelihood and economy,Sustainable economic growth and employment opportunities,Sustainable cities and human development,49,Man,Secondary School,Skilled worker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,3,2,Car TV Washing machine Fan Bed Table Chairs Gas stove Fridge Pressure cooker Internet Water Electricity,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,NA,NA,222001353,19535d84-90dc-4002-98c1-40c35b1ee802,2023-02-28T08:59:24Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,49
2023-02-28T08:59:05Z,2023-02-28T09:07:41Z,Local community,1,0,0,0,0,0,0,NA,Affected but not displaced (nearby village),NA,Yes,Yes,Very important,NA,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Very important,NA,Always,Never,Always,Never,Never,Mostly,Always,Always,Never,Never,"Yes, but still waiting for payment",NA,NA,Very unhappy,Very unah,"Yes, always",NA,0%,0%,0%,0%,Very unhappy,Half of the land,Just when the construction work started,No,NA,NA,I was not included in the decision-making process,It's much more damaged,Much more wildlife,Strongly disagree,NA,Livelihood and economy,Food security,Protect biodiversity and environment,Access to clean energy,Regulate climate change,NA,Livelihood and economy,Food security ,Health and wellbeing,54,Woman,Primary School,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,TV Fan Bed Table Chairs Gas stove Fridge Pressure cooker Water Electricity,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,NA,NA,222003134,eafc3da4-c90a-44f0-875d-985742624eac,2023-02-28T09:07:53Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,50
2023-02-28T09:07:41Z,2023-03-01T08:58:38Z,Local community,1,0,0,0,0,0,0,NA,Affected but not displaced (nearby village),NA,Yes,Yes,Low importance,NA,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Very important,NA,Always,Always,Always,Never,Always,Always,Always,Always,Always,Always,"No, not compensated",Yes,NA,NA,NA,"Yes, always",NA,0%,0%,0%,0%,Very unhappy,The whole land,Two years before the construction work started,No,NA,NA,"Yes, to some extent",It's much more damaged,Slightly less wildlife,Strongly disagree,NA,Livelihood and economy,Food security,Access to clean energy,Protect biodiversity and environment,Regulate climate change,NA,Livelihood and economy,Food security ,Health and wellbeing,52,Man,Secondary School,Skilled worker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,TV Fan Bed Table Chairs Gas stove Fridge Pressure cooker Water Electricity,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,NA,NA,222253469,59f7477b-cc8c-4bd1-94bc-b1957cfea80b,2023-03-01T08:58:49Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,51
2023-03-01T08:58:38Z,2023-03-01T09:04:24Z,Local community,1,0,0,0,0,0,0,NA,Affected but not displaced (nearby village),NA,Yes,Yes,Low importance,NA,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Very important,NA,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,"No, not compensated",Yes,NA,NA,NA,"Yes, always",NA,0%,0%,0%,0%,Very unhappy,The whole land,Just when the construction work started,No,NA,NA,"No, I wasn't listened to at all",It's much more damaged,Much less wildlife,Strongly disagree,NA,Food security,Livelihood and economy,Access to clean energy,Protect biodiversity and environment,Regulate climate change,NA,Health and wellbeing,Livelihood and economy,Food security ,39,Woman,Secondary School,Farming,NA,Livestock (for household),0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,TV Fan Bed Table Chairs Gas stove Pressure cooker Water Electricity,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,NA,NA,222254935,2ceccbe7-4575-48ac-9b37-d2fef7450258,2023-03-01T09:04:34Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,52
2023-03-01T09:04:24Z,2023-03-01T09:08:52Z,Local community,1,0,0,0,0,0,0,NA,Affected but not displaced (nearby village),NA,Yes,Yes,Not at all important,NA,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Very important,NA,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,"No, not compensated",Yes,NA,NA,NA,"Yes, always",NA,0%,0%,0%,0%,Very unhappy,The whole land,Just when the construction work started,No,NA,NA,"No, I wasn't listened to at all",It's much more damaged,Much less wildlife,Strongly disagree,NA,Livelihood and economy,Food security,Access to clean energy,Protect biodiversity and environment,Regulate climate change,NA,Health and wellbeing,Food security ,Livelihood and economy,38,Woman,Secondary School,Farming,NA,Farming crops (for household) Livestock (for household),1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,Fan Bed Table Chairs Gas stove Pressure cooker Water Electricity,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,NA,NA,222255803,06a5a78a-cd5c-4fa8-9dde-b2ffe0303e04,2023-03-01T09:09:04Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,53
2023-02-28T08:59:06Z,2023-03-01T09:13:19Z,Local community,1,0,0,0,0,0,0,NA,Affected but not displaced (nearby village),NA,Yes,Yes,Low importance,NA,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Very important,NA,Always,Mostly,Never,Sometimes,Always,Mostly,Always,Never,Always,Always,"Not applicable, no compensation due",Yes,NA,NA,NA,"Yes, but mostly power cut (more than five hours every day)",NA,0%,0%,0%,0%,Very unhappy,The whole land,When the dam was initially proposed,Yes,Other (please specify),Attended Meetings and participated in protests,Not all,It's much more damaged,Slightly less wildlife,Strongly disagree,NA,Livelihood and economy,Food security,Protect biodiversity and environment,Regulate climate change,Access to clean energy,NA,Livelihood and economy,Health and wellbeing,Food security ,76,Man,Primary School,Labourer / daily wage earner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,1,TV Fan Table Chairs Gas stove Fridge Pressure cooker Water Electricity,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,NA,NA,222256610,471103e3-5b0a-4bab-943f-542e8ba31091,2023-03-01T09:13:30Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,54
2023-03-01T09:08:52Z,2023-03-01T09:13:35Z,Local community,1,0,0,0,0,0,0,NA,Affected but not displaced (nearby village),NA,Yes,Yes,Not at all important,NA,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Very important,NA,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,"No, not compensated",Yes,NA,NA,NA,"Yes, always",NA,0%,0%,0%,0%,Very unhappy,The whole land,Just when the construction work started,No,NA,NA,"Yes, to some extent",It's much more damaged,Much less wildlife,Strongly disagree,NA,Food security,Livelihood and economy,Access to clean energy,Protect biodiversity and environment,Regulate climate change,NA,Health and wellbeing,Livelihood and economy,Education,42,Man,Secondary School,Skilled worker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,TV Fan Bed Table Chairs Water Electricity,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,NA,NA,222256659,4fead92b-8836-48f5-bfab-dff6aafe2b93,2023-03-01T09:13:46Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,55
2023-03-01T09:13:35Z,2023-03-01T09:25:39Z,Local community,1,0,0,0,0,0,0,NA,Affected but not displaced (nearby village),NA,Yes,Yes,Important,NA,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Very important,NA,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,"No, not compensated",Yes,NA,NA,NA,"Yes, always",NA,50%-74%,50%-74%,0%,0%,Very unhappy,The whole land,When it was already constructed,No,NA,NA,I was not included in the decision-making process,It's much more damaged,Much less wildlife,Strongly disagree,NA,Livelihood and economy,Food security,Access to clean energy,Protect biodiversity and environment,Regulate climate change,NA,Livelihood and economy,Education,Health and wellbeing,25,Woman,Undergraduate degree,Skilled worker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,TV Fan Bed Table Chairs Gas stove Pressure cooker Water Electricity,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,NA,NA,222259103,a7fa6fe4-f9fa-4543-819a-90aae2b11bf1,2023-03-01T09:25:52Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,56
2023-02-27T07:47:00Z,2023-03-01T09:26:49Z,Local community,1,0,0,0,0,0,0,NA,Affected but not displaced (nearby village),NA,Yes,Yes,Low importance,NA,Rarely ,Never,Never,Never,Never,Never,Sometimes,Never,NA,Mostly,Very important,NA,Sometimes,Never,Mostly,Rarely,Rarely,Rarely,Mostly,Never,Mostly,Mostly,"No, not compensated",Yes,NA,NA,NA,"Yes, always",NA,0%,0%,0%,0%,Very unhappy,The whole land,Just when the construction work started,No,NA,NA,I was not included in the decision-making process,It's much more damaged,Slightly less wildlife,Agree,NA,Protect biodiversity and environment,Food security,Livelihood and economy,Access to clean energy,Regulate climate change,NA,Education,Sustainable use of water and sanitation for all,Access to clean energy,47,Man,Secondary School,Shop owner / small business,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,Motorbike/scooter TV Fan Bed Table Chairs Gas stove Fridge Pressure cooker Internet Water Electricity,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,NA,NA,222259418,aca8ff4d-d9b0-4288-b8c4-5e3952649b3e,2023-03-01T09:27:01Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,57
2023-03-01T09:25:40Z,2023-03-01T09:29:49Z,Local community,1,0,0,0,0,0,0,NA,Affected but not displaced (nearby village),NA,Yes,Yes,Not at all important,NA,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Very important,NA,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,"No, not compensated",Yes,NA,NA,NA,"Yes, always",NA,0%,0%,0%,0%,Very unhappy,The whole land,Two years before the construction work started,No,NA,NA,I was not included in the decision-making process,It's much more damaged,Much less wildlife,Strongly disagree,NA,Livelihood and economy,Food security,Access to clean energy,Protect biodiversity and environment,Regulate climate change,NA,Livelihood and economy,Food security ,Health and wellbeing,69,Woman,No formal education,Farming,NA,Farming crops (for household),1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,TV Fan Bed Table Chairs Pressure cooker Water Electricity,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,NA,NA,222260255,e43b9556-c471-49c5-acb9-7f12c369088e,2023-03-01T09:30:02Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,58
2023-03-01T09:29:49Z,2023-03-01T09:35:40Z,Local community,1,0,0,0,0,0,0,NA,Affected but not displaced (nearby village),NA,Yes,Yes,Not at all important,NA,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Very important,NA,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,"No, not compensated",Yes,NA,NA,NA,"Yes, always",NA,0%,0%,0%,0%,Very unhappy,The whole land,Six months before the construction work started,No,NA,NA,"No, I wasn't listened to at all",It's much more damaged,Much less wildlife,Strongly disagree,NA,Livelihood and economy,Food security,Access to clean energy,Protect biodiversity and environment,Regulate climate change,NA,Health and wellbeing,Food security ,Livelihood and economy,69,Woman,No formal education,Farming,NA,Farming crops (for household),1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,TV Fan Bed Table Chairs Gas stove Pressure cooker Water Electricity,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,NA,NA,222261342,89e2b1f9-8407-48ab-842b-8b007774128d,2023-03-01T09:35:51Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,59
2023-03-01T09:35:40Z,2023-03-01T09:42:04Z,Local community,1,0,0,0,0,0,0,NA,Affected but not displaced (nearby village),NA,Yes,Yes,Not at all important,NA,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Very important,NA,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,"No, not compensated",Yes,NA,NA,NA,"Yes, always",NA,0%,0%,0%,0%,Very unhappy,The whole land,Just when the construction work started,No,NA,NA,I was not included in the decision-making process,It's much more damaged,Much less wildlife,Strongly disagree,NA,Livelihood and economy,Food security,Access to clean energy,Protect biodiversity and environment,Regulate climate change,NA,Health and wellbeing,Livelihood and economy,Food security ,42,Woman,No formal education,Farming,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,TV Fan Bed Table Chairs Gas stove Pressure cooker Water Electricity,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,NA,NA,222262549,4ed7c97f-2ea1-446a-82f9-c4bac5f36dff,2023-03-01T09:42:13Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,60
2023-03-01T09:13:20Z,2023-03-02T06:54:00Z,Utility provider,0,0,0,0,0,1,0,NA,None of the above,NA,Yes,Yes,Very important,NA,Sometimes,Never,Never,Never,Never,Sometimes,Always,Sometimes,Never,Sometimes,Very important,NA,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never,Sometimes,Never,"Not applicable, no compensation due",No,NA,NA,NA,"Yes, always",NA,50%-74%,1%-24%,50%-74%,75%-100%,Very happy,No impact,Two years before the construction work started,No,NA,NA,I was not included in the decision-making process,It's slightly more healthy,Slightly less wildlife,Agree,NA,Access to clean energy,Protect biodiversity and environment,Regulate climate change,Livelihood and economy,Food security,NA,Food security ,Livelihood and economy,Health and wellbeing,49,Man,Postgraduate degree,Skilled worker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,5,2,Motorbike/scooter Car TV Computer Washing machine Air conditioning Fan Bed Table Chairs Gas stove Microwave Fridge Pressure cooker Internet Water Electricity,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,NA,NA,222465856,259dc4ef-0811-4831-87cb-c982183a95f1,2023-03-02T06:54:13Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,61
2023-03-02T06:54:01Z,2023-03-02T07:24:44Z,Utility provider,0,0,0,0,0,1,0,NA,None of the above,NA,Yes,Yes,Very important,NA,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Very important,NA,Never,Never,Never,Never,Never,Never,Never,Never,Mostly,Mostly,"Not applicable, no compensation due",No,NA,NA,NA,"Yes, always",NA,0%,0%,0%,0%,Neutral,No impact,Just when the construction work started,No,NA,NA,I was not included in the decision-making process,It's slightly more healthy,Slightly less wildlife,Agree,NA,Access to clean energy,Livelihood and economy,Protect biodiversity and environment,Food security,Regulate climate change,NA,Livelihood and economy,Better infrastructure,Global partnerships,NA,Man,Undergraduate degree,Skilled worker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,4,1,Motorbike/scooter Car TV Computer Washing machine Air conditioning Fan Bed Table Chairs Gas stove Fridge Pressure cooker Internet Water Electricity,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,NA,NA,222471171,631ba19a-ea52-4c56-b0b1-5c4c52b082ce,2023-03-02T07:24:56Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,62
2023-03-02T07:24:44Z,2023-03-02T07:47:29Z,Utility provider,0,0,0,0,0,1,0,NA,None of the above,NA,Yes,Yes,Very important,NA,Never,Never,Never,Never,Never,Never,Rarely ,Sometimes,Never,Never,Very important,NA,Never,Never,Never,Rarely,Never,Rarely,Never,Never,Never,Never,"Not applicable, no compensation due",No,NA,NA,NA,"Yes, always",NA,75%-100%,0%,75%-100%,0%,Very happy,No impact,When it was already constructed,No,NA,NA,I was not included in the decision-making process,NA,NA,Strongly agree,NA,Food security,Livelihood and economy,Regulate climate change,Protect biodiversity and environment,Access to clean energy,NA,Education,Food security ,Livelihood and economy,37,Woman,Undergraduate degree,Skilled worker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,3,1,Motorbike/scooter Car TV Computer Washing machine Fan Bed Table Chairs Gas stove Microwave Fridge Pressure cooker Internet Water Electricity,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,NA,NA,222474890,541ace09-76f5-4c15-afda-e98145caaa75,2023-03-02T07:47:48Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,63
2023-03-02T13:02:52Z,2023-03-02T13:10:56Z,Other (please specify),0,0,0,0,0,0,1,PSU,None of the above,NA,No,Yes,Very important,NA,Never,Never,Never,Never,Never,Sometimes,Always,Never,Always,Always,Very important,NA,Never,Never,Never,Never,Always,Never,Never,Never,Always,Always,"Not applicable, no compensation due",No,NA,NA,NA,"Yes, always",NA,75%-100%,0%,0%,75%-100%,Very happy,No impact,Two years before the construction work started,No,NA,NA,I was not included in the decision-making process,NA,NA,Neither agree or disagree,NA,Protect biodiversity and environment,Regulate climate change,Livelihood and economy,Access to clean energy,Food security,NA,Protect biodiversity and environment,Regulate climate change,Sustainable use of water and sanitation for all,38,Man,Postgraduate degree,Other,Power,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,3,2,Bike Motorbike/scooter Car TV Radio Computer Washing machine Air conditioning Fan Bed Table Chairs Gas stove Fridge Pressure cooker Internet Water Electricity,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,NA,NA,222556569,0299e678-5593-4587-a5e5-3bb77c49db64,2023-03-02T13:11:09Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,64
2023-03-02T14:13:31Z,2023-03-02T14:27:03Z,National government,0,0,1,0,0,0,0,NA,Not affected (far from dam),NA,Yes,Yes,Very important,NA,Always,Always,Always,Never,Always,Always,Mostly,Always,Mostly,Always,Very important,NA,Never,Mostly,Mostly,Always,Sometimes,Rarely,Rarely,Mostly,Mostly,Always,"Not applicable, no compensation due",Yes,NA,NA,NA,"Yes, always",NA,75%-100%,75%-100%,75%-100%,75%-100%,Very happy,No impact,When the dam was initially proposed,Yes,Attended a public hearing,NA,"Yes, all",It's much more healthy,Slightly more wildlife,Strongly agree,NA,Access to clean energy,Regulate climate change,Food security,Livelihood and economy,Protect biodiversity and environment,NA,Sustainable economic growth and employment opportunities,Sustainable use of natural resources,Better infrastructure,56,Man,Postgraduate degree,Skilled worker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,4,3,Car TV Computer Washing machine Air conditioning Fan Bed Table Chairs Gas stove Microwave Fridge Pressure cooker Internet Water Electricity,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,NA,NA,222576883,4d04f2f1-c580-4d89-8425-83e4b20ffa71,2023-03-02T14:27:15Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,65
2023-03-03T04:48:09Z,2023-03-03T04:53:53Z,Local community,1,0,0,0,0,0,0,NA,Affected but not displaced (nearby village),NA,Yes,Yes,Very important,NA,Always,Always,Always,Never,Never,Mostly,Always,Never,Never,Never,Very important,NA,Always,Sometimes,Always,NA,Always,Always,Always,Always,Always,Always,"No, not compensated",Yes,NA,NA,NA,"Yes, always",NA,0%,0%,0%,0%,Quite unhappy,Half of the land,Just when the construction work started,No,NA,NA,I was not included in the decision-making process,It's slightly more damaged,Much more wildlife,Strongly disagree,NA,Livelihood and economy,Food security,Protect biodiversity and environment,Regulate climate change,Access to clean energy,NA,Education,Gender equality and women's empowerment,Health and wellbeing,54,Woman,No formal education,Livestock,NA,Livestock (for household),0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,Fan Gas stove Pressure cooker Water Electricity,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,NA,NA,222680909,d66de1e1-9175-4c1d-babd-9d8f27eb3af6,2023-03-03T04:54:06Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,66
2023-03-10T07:21:07Z,2023-03-10T07:29:21Z,Local community,1,0,0,0,0,0,0,NA,Displaced,NA,Yes,Yes,Very important,NA,Always,Never,Always,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Very important,NA,Sometimes,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,"Yes, partial compensation",NA,One-off payment,Quite happy,Quite unhappy,"Yes, always",NA,0%,0%,0%,0%,Quite unhappy,The whole land,When the dam was initially proposed,No,NA,NA,"No, I wasn't listened to at all",It's much more damaged,No change,Strongly disagree,NA,Livelihood and economy,Food security,Protect biodiversity and environment,Regulate climate change,Access to clean energy,NA,Livelihood and economy,Food security ,Health and wellbeing,63,Man,Secondary School,Skilled worker,NA,NA,NA,NA,NA,NA,NA,NA,Shop owner / small business,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,Motorbike/scooter TV Computer Washing machine Fan Bed Table Chairs Gas stove Fridge Pressure cooker Water Electricity,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,NA,NA,224109735,412b2b61-bc05-4bed-b6c1-cb98f5b5a83e,2023-03-10T07:29:32Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,67
